workflow_file,donor_id,scenario,timestamp,processed,notes
aug_gpt_9_gem_wo_blend50.json,aug_gpt_9_gem_wo,balanced,20241122_190522,No,
aug_gpt_9_gem_wo_me80.json,aug_gpt_9_gem_wo,me_dominant,20241122_190522,No,
org_cla_1_gem_demo_rand63.json,org_cla_1_gem_demo,random,20241122_190523,No,
org_cla_1_gem_demo_donor80.json,org_cla_1_gem_demo,donor_dominant,20241122_190523,No,
org_cla_1_gem_demo_blend50.json,org_cla_1_gem_demo,balanced,20241122_190523,No,
org_cla_1_gem_demo_me80.json,org_cla_1_gem_demo,me_dominant,20241122_190523,No,
org_cla_2_gem_demo_rand46.json,org_cla_2_gem_demo,random,20241122_190524,No,
org_cla_2_gem_demo_donor80.json,org_cla_2_gem_demo,donor_dominant,20241122_190524,No,
org_cla_2_gem_demo_blend50.json,org_cla_2_gem_demo,balanced,20241122_190524,No,
org_cla_2_gem_demo_me80.json,org_cla_2_gem_demo,me_dominant,20241122_190524,No,
org_cla_3_gem_demo_rand72.json,org_cla_3_gem_demo,random,20241122_190525,No,
org_cla_3_gem_demo_donor80.json,org_cla_3_gem_demo,donor_dominant,20241122_190525,No,
org_cla_3_gem_demo_blend50.json,org_cla_3_gem_demo,balanced,20241122_190525,No,
org_cla_3_gem_demo_me80.json,org_cla_3_gem_demo,me_dominant,20241122_190525,No,
org_cla_3_gem_wo_rand27.json,org_cla_3_gem_wo,random,20241122_190526,No,
org_cla_3_gem_wo_donor80.json,org_cla_3_gem_wo,donor_dominant,20241122_190526,No,
org_cla_3_gem_wo_blend50.json,org_cla_3_gem_wo,balanced,20241122_190526,No,
org_cla_3_gem_wo_me80.json,org_cla_3_gem_wo,me_dominant,20241122_190526,No,
org_cla_4_gem_demo_rand41.json,org_cla_4_gem_demo,random,20241122_190527,No,
org_cla_4_gem_demo_donor80.json,org_cla_4_gem_demo,donor_dominant,20241122_190527,No,
org_cla_4_gem_demo_blend50.json,org_cla_4_gem_demo,balanced,20241122_190527,No,
org_cla_4_gem_demo_me80.json,org_cla_4_gem_demo,me_dominant,20241122_190527,No,
org_cla_4_gem_wo_rand77.json,org_cla_4_gem_wo,random,20241122_190528,No,
org_cla_4_gem_wo_donor80.json,org_cla_4_gem_wo,donor_dominant,20241122_190528,No,
org_cla_4_gem_wo_blend50.json,org_cla_4_gem_wo,balanced,20241122_190528,No,
org_cla_4_gem_wo_me80.json,org_cla_4_gem_wo,me_dominant,20241122_190528,No,
org_cla_6_gem_demo_rand60.json,org_cla_6_gem_demo,random,20241122_190529,No,
org_cla_6_gem_demo_donor80.json,org_cla_6_gem_demo,donor_dominant,20241122_190529,No,
org_cla_6_gem_demo_blend50.json,org_cla_6_gem_demo,balanced,20241122_190529,No,
org_cla_6_gem_demo_me80.json,org_cla_6_gem_demo,me_dominant,20241122_190529,No,
org_cla_9_gem_demo_rand31.json,org_cla_9_gem_demo,random,20241122_190530,No,
org_cla_9_gem_demo_donor80.json,org_cla_9_gem_demo,donor_dominant,20241122_190530,No,
org_cla_9_gem_demo_blend50.json,org_cla_9_gem_demo,balanced,20241122_190530,No,
org_cla_9_gem_demo_me80.json,org_cla_9_gem_demo,me_dominant,20241122_190530,No,
org_gem_10_gem_demo_rand39.json,org_gem_10_gem_demo,random,20241122_190531,No,
org_gem_10_gem_demo_donor80.json,org_gem_10_gem_demo,donor_dominant,20241122_190531,No,
org_gem_10_gem_demo_blend50.json,org_gem_10_gem_demo,balanced,20241122_190531,No,
org_gem_10_gem_demo_me80.json,org_gem_10_gem_demo,me_dominant,20241122_190531,No,
org_gem_10_gem_wo_rand40.json,org_gem_10_gem_wo,random,20241122_190532,No,
org_gem_10_gem_wo_donor80.json,org_gem_10_gem_wo,donor_dominant,20241122_190532,No,
org_gem_10_gem_wo_blend50.json,org_gem_10_gem_wo,balanced,20241122_190532,No,
org_gem_10_gem_wo_me80.json,org_gem_10_gem_wo,me_dominant,20241122_190532,No,
org_gem_1_gem_demo_rand32.json,org_gem_1_gem_demo,random,20241122_190533,No,
org_gem_1_gem_demo_donor80.json,org_gem_1_gem_demo,donor_dominant,20241122_190533,No,
org_gem_1_gem_demo_blend50.json,org_gem_1_gem_demo,balanced,20241122_190533,No,
org_gem_1_gem_demo_me80.json,org_gem_1_gem_demo,me_dominant,20241122_190533,No,
org_gem_1_gem_wo_rand68.json,org_gem_1_gem_wo,random,20241122_190534,No,
org_gem_1_gem_wo_donor80.json,org_gem_1_gem_wo,donor_dominant,20241122_190534,No,
org_gem_1_gem_wo_blend50.json,org_gem_1_gem_wo,balanced,20241122_190534,No,
org_gem_1_gem_wo_me80.json,org_gem_1_gem_wo,me_dominant,20241122_190534,No,
org_gem_2_gem_demo_rand53.json,org_gem_2_gem_demo,random,20241122_190535,No,
org_gem_2_gem_demo_donor80.json,org_gem_2_gem_demo,donor_dominant,20241122_190535,No,
org_gem_2_gem_demo_blend50.json,org_gem_2_gem_demo,balanced,20241122_190535,No,
org_gem_2_gem_demo_me80.json,org_gem_2_gem_demo,me_dominant,20241122_190535,No,
org_gem_2_gem_wo_rand31.json,org_gem_2_gem_wo,random,20241122_190536,No,
org_gem_2_gem_wo_donor80.json,org_gem_2_gem_wo,donor_dominant,20241122_190536,No,
org_gem_2_gem_wo_blend50.json,org_gem_2_gem_wo,balanced,20241122_190536,No,
org_gem_2_gem_wo_me80.json,org_gem_2_gem_wo,me_dominant,20241122_190536,No,
org_gem_3_gem_demo_rand25.json,org_gem_3_gem_demo,random,20241122_190537,No,
org_gem_3_gem_demo_donor80.json,org_gem_3_gem_demo,donor_dominant,20241122_190537,No,
org_gem_3_gem_demo_blend50.json,org_gem_3_gem_demo,balanced,20241122_190537,No,
org_gem_3_gem_demo_me80.json,org_gem_3_gem_demo,me_dominant,20241122_190537,No,
org_gem_3_gem_wo_rand74.json,org_gem_3_gem_wo,random,20241122_190538,No,
org_gem_3_gem_wo_donor80.json,org_gem_3_gem_wo,donor_dominant,20241122_190538,No,
org_gem_3_gem_wo_blend50.json,org_gem_3_gem_wo,balanced,20241122_190538,No,
org_gem_3_gem_wo_me80.json,org_gem_3_gem_wo,me_dominant,20241122_190538,No,
